"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual Exceptions","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Sample","Count","Alloy","Material_Form","Heat"
1,"CapPass",166.01,-165.89,,"Qualified",1.001,7.55,10.40,"43-5",1,"Alloy 617","Plate",314626
2,"CapPass",170.50,-172.43,,"Qualified",0.989,20.59,24.58,"43-5",2,"Alloy 617","Plate",314626
3,"CapPass",172.35,-173.85,,"Qualified",0.991,28.21,31.65,"43-5",3,"Alloy 617","Plate",314626
4,"CapPass",166.49,-168.46,,"Qualified",0.988,51.77,47.98,"43-5",4,"Alloy 617","Plate",314626
5,"CapPass",166.15,-165.97,,"Qualified",1.001,67.93,63.95,"43-5",5,"Alloy 617","Plate",314626
6,"CapPass",165.19,-167.49,,"Qualified",0.986,76.01,80.00,"43-5",6,"Alloy 617","Plate",314626
7,"CapPass",164.11,-167.23,,"Qualified",0.981,99.97,96.01,"43-5",7,"Alloy 617","Plate",314626
8,"CapPass",163.33,-166.65,,"Qualified",0.980,115.92,120.06,"43-5",8,"Alloy 617","Plate",314626
9,"CapPass",163.68,-167.96,,"Qualified",0.975,132.02,135.89,"43-5",9,"Alloy 617","Plate",314626
10,"CapPass",163.40,-166.02,,"Qualified",0.984,148.10,144.08,"43-5",10,"Alloy 617","Plate",314626
11,"CapPass",164.64,-166.95,,"Qualified",0.986,156.10,160.10,"43-5",11,"Alloy 617","Plate",314626
12,"CapPass",164.03,-166.53,,"Qualified",0.985,172.00,176.12,"43-5",12,"Alloy 617","Plate",314626
13,"CapPass",164.33,-163.81,,"Qualified",1.003,188.10,200.15,"43-5",13,"Alloy 617","Plate",314626
14,"CapPass",163.85,-164.57,,"Qualified",0.996,203.96,216.15,"43-5",14,"Alloy 617","Plate",314626
15,"CapPass",163.88,-165.45,,"Qualified",0.990,220.17,224.17,"43-5",15,"Alloy 617","Plate",314626
16,"CapPass",164.23,-166.78,,"Qualified",0.985,236.18,240.18,"43-5",16,"Alloy 617","Plate",314626
17,"CapPass",163.08,-166.51,,"Qualified",0.979,252.13,256.06,"43-5",17,"Alloy 617","Plate",314626
18,"CapPass",166.07,-166.07,,"Qualified",1.000,275.98,280.17,"43-5",18,"Alloy 617","Plate",314626
19,"CapPass",166.14,-166.05,,"Qualified",1.001,284.22,288.25,"43-5",19,"Alloy 617","Plate",314626
20,"CapPass",162.47,-167.52,,"Qualified",0.970,299.99,312.27,"43-5",20,"Alloy 617","Plate",314626
21,"CapPass",162.82,-165.30,,"Qualified",0.985,323.98,320.27,"43-5",21,"Alloy 617","Plate",314626
22,"CapPass",162.54,-164.92,,"Qualified",0.986,332.11,344.31,"43-5",22,"Alloy 617","Plate",314626
23,"CapPass",165.37,-165.99,,"Qualified",0.996,356.10,360.29,"43-5",23,"Alloy 617","Plate",314626
