"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Count","Sample","Alloy","Material_Form","Heat"
1,"CapPass",110.86,-97.49,"Qualified",1.137,0.92,2.95,1,"B-1","Alloy 617","Plate",314626
2,"CapPass",113.88,-112.8,"Qualified",1.010,5.04,7.36,2,"B-1","Alloy 617","Plate",314626
3,"CapPass",121.87,-133.1,"Qualified",0.916,9.54,12.03,3,"B-1","Alloy 617","Plate",314626
4,"CapPass",135.23,-144.1,"Qualified",0.939,14.45,17.13,4,"B-1","Alloy 617","Plate",314626
5,"CapPass",150.41,-160.5,"Qualified",0.937,19.79,22.59,5,"B-1","Alloy 617","Plate",314626
6,"CapPass",162.70,-162.2,"Qualified",1.003,25.45,28.24,6,"B-1","Alloy 617","Plate",314626
7,"CapPass",170.25,-158.3,"Qualified",1.076,31.16,34.15,7,"B-1","Alloy 617","Plate",314626
8,"CapPass",167.28,-160.5,"Qualified",1.042,37.07,39.75,8,"B-1","Alloy 617","Plate",314626
9,"CapPass",169.30,-161.9,"Qualified",1.046,43.05,45.78,9,"B-1","Alloy 617","Plate",314626
10,"CapPass",169.29,-163.5,"Qualified",1.035,49.02,51.88,10,"B-1","Alloy 617","Plate",314626
11,"CapPass",170.21,-165.4,"Qualified",1.029,55.03,57.93,11,"B-1","Alloy 617","Plate",314626
12,"CapPass",169.19,-166.6,"Qualified",1.015,60.98,63.92,12,"B-1","Alloy 617","Plate",314626
13,"CapPass",171.41,-165.0,"Qualified",1.039,66.97,69.84,13,"B-1","Alloy 617","Plate",314626
14,"CapPass",171.09,-168.7,"Qualified",1.014,72.91,75.85,14,"B-1","Alloy 617","Plate",314626
15,"CapPass",170.78,-170.6,"Qualified",1.001,78.91,81.85,15,"B-1","Alloy 617","Plate",314626
16,"CapPass",169.32,-171.8,"Qualified",0.986,84.90,87.85,16,"B-1","Alloy 617","Plate",314626
17,"CapPass",167.61,-172.3,"Qualified",0.973,90.89,93.83,17,"B-1","Alloy 617","Plate",314626
18,"CapPass",168.62,-172.0,"Qualified",0.981,96.85,99.80,18,"B-1","Alloy 617","Plate",314626
19,"CapPass",168.27,-170.7,"Qualified",0.986,102.84,105.77,19,"B-1","Alloy 617","Plate",314626
20,"CapPass",170.23,-171.5,"Qualified",0.993,108.80,111.74,20,"B-1","Alloy 617","Plate",314626
21,"CapPass",168.52,-170.9,"Qualified",0.986,114.77,117.66,21,"B-1","Alloy 617","Plate",314626
22,"CapPass",165.73,-166.8,"Qualified",0.994,119.93,123.63,22,"B-1","Alloy 617","Plate",314626
23,"CapPass",176.70,-168.4,"Qualified",1.049,126.65,129.61,23,"B-1","Alloy 617","Plate",314626
24,"CapPass",175.24,-169.2,"Qualified",1.035,132.63,135.59,24,"B-1","Alloy 617","Plate",314626
25,"CapPass",174.39,-169.4,"Qualified",1.029,138.62,141.55,25,"B-1","Alloy 617","Plate",314626
26,"CapPass",174.28,-170.2,"Qualified",1.024,144.58,147.52,26,"B-1","Alloy 617","Plate",314626
27,"CapPass",174.39,-171.3,"Qualified",1.018,150.55,153.50,27,"B-1","Alloy 617","Plate",314626
28,"CapPass",173.70,-170.9,"Qualified",1.016,156.52,159.45,28,"B-1","Alloy 617","Plate",314626
29,"CapPass",167.82,-165.9,"Qualified",1.012,161.95,165.31,29,"B-1","Alloy 617","Plate",314626
30,"CapPass",172.15,-164.5,"Qualified",1.046,168.37,171.37,30,"B-1","Alloy 617","Plate",314626
31,"CapPass",174.96,-166.5,"Qualified",1.051,174.41,177.35,31,"B-1","Alloy 617","Plate",314626
32,"CapPass",173.05,-169.2,"Qualified",1.023,180.38,183.34,32,"B-1","Alloy 617","Plate",314626
33,"CapPass",172.86,-168.0,"Qualified",1.029,186.37,189.32,33,"B-1","Alloy 617","Plate",314626
34,"CapPass",175.20,-167.6,"Qualified",1.045,192.34,195.29,34,"B-1","Alloy 617","Plate",314626
35,"CapPass",171.36,-169.8,"Qualified",1.009,198.32,201.21,35,"B-1","Alloy 617","Plate",314626
36,"CapPass",171.80,-168.5,"Qualified",1.019,204.07,207.17,36,"B-1","Alloy 617","Plate",314626
37,"CapPass",172.56,-165.2,"Qualified",1.044,210.22,213.19,37,"B-1","Alloy 617","Plate",314626
38,"CapPass",173.89,-167.3,"Qualified",1.039,216.18,219.16,38,"B-1","Alloy 617","Plate",314626
39,"CapPass",171.97,-167.9,"Qualified",1.024,222.19,225.13,39,"B-1","Alloy 617","Plate",314626
40,"CapPass",169.96,-169.7,"Qualified",1.002,228.16,231.11,40,"B-1","Alloy 617","Plate",314626
41,"CapPass",172.26,-169.7,"Qualified",1.015,234.13,237.07,41,"B-1","Alloy 617","Plate",314626
42,"CapPass",173.28,-168.5,"Qualified",1.028,240.09,243.05,42,"B-1","Alloy 617","Plate",314626
43,"CapPass",172.62,-169.4,"Qualified",1.019,246.07,248.98,43,"B-1","Alloy 617","Plate",314626
44,"CapPass",170.09,-167.9,"Qualified",1.013,251.55,254.93,44,"B-1","Alloy 617","Plate",314626
45,"CapPass",170.10,-168.8,"Qualified",1.008,257.99,260.95,45,"B-1","Alloy 617","Plate",314626
46,"CapPass",170.62,-170.4,"Qualified",1.002,263.98,266.91,46,"B-1","Alloy 617","Plate",314626
