"Stress Mpa","Strain","Qual State","Qual Exceptions","Elapsed Time Sec","Data State","Cycle Label","Cycle","Count","Sample","Alloy","Heat","Material_Form"
13.59,0.00003,"InProcess",,0.00,"CapPass","Cycle 1",1,1,"43-17","Alloy 617",314626,"Plate"
22.66,0.00008,"InProcess",,5.22,"CapPass","Cycle 1",1,2,"43-17","Alloy 617",314626,"Plate"
24.19,0.00009,"InProcess",,6.31,"CapPass","Cycle 1",1,3,"43-17","Alloy 617",314626,"Plate"
35.57,0.00013,"InProcess",,10.89,"CapPass","Cycle 1",1,4,"43-17","Alloy 617",314626,"Plate"
34.96,0.00018,"InProcess",,13.95,"CapPass","Cycle 1",1,5,"43-17","Alloy 617",314626,"Plate"
34.82,0.00020,"InProcess",,16.31,"CapPass","Cycle 1",1,6,"43-17","Alloy 617",314626,"Plate"
42.52,0.00023,"InProcess",,19.75,"CapPass","Cycle 1",1,7,"43-17","Alloy 617",314626,"Plate"
50.06,0.00028,"InProcess",,23.88,"CapPass","Cycle 1",1,8,"43-17","Alloy 617",314626,"Plate"
51.92,0.00028,"InProcess",,26.31,"CapPass","Cycle 1",1,9,"43-17","Alloy 617",314626,"Plate"
59.24,0.00033,"InProcess",,30.02,"CapPass","Cycle 1",1,10,"43-17","Alloy 617",314626,"Plate"
63.36,0.00038,"InProcess",,35.30,"CapPass","Cycle 1",1,11,"43-17","Alloy 617",314626,"Plate"
64.94,0.00039,"InProcess",,36.31,"CapPass","Cycle 1",1,12,"43-17","Alloy 617",314626,"Plate"
65.21,0.00043,"InProcess",,39.67,"CapPass","Cycle 1",1,13,"43-17","Alloy 617",314626,"Plate"
66.68,0.00048,"InProcess",,44.91,"CapPass","Cycle 1",1,14,"43-17","Alloy 617",314626,"Plate"
62.09,0.00051,"InProcess",,46.31,"CapPass","Cycle 1",1,15,"43-17","Alloy 617",314626,"Plate"
69.76,0.00053,"InProcess",,49.89,"CapPass","Cycle 1",1,16,"43-17","Alloy 617",314626,"Plate"
69.32,0.00058,"InProcess",,53.60,"CapPass","Cycle 1",1,17,"43-17","Alloy 617",314626,"Plate"
71.31,0.00059,"InProcess",,56.31,"CapPass","Cycle 1",1,18,"43-17","Alloy 617",314626,"Plate"
76.22,0.00063,"InProcess",,60.18,"CapPass","Cycle 1",1,19,"43-17","Alloy 617",314626,"Plate"
80.61,0.00068,"InProcess",,65.03,"CapPass","Cycle 1",1,20,"43-17","Alloy 617",314626,"Plate"
