"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Count","Sample","Alloy","Material_Form","Heat"
1,"CapPass",167.26,-168.8,"Qualified",0.991,1.39,5.80,1,"B-15","Alloy 617","Plate",314626
2,"CapPass",168.08,-158.3,"Qualified",1.062,9.55,14.37,2,"B-15","Alloy 617","Plate",314626
3,"CapPass",154.41,-150.2,"Qualified",1.028,18.37,23.59,3,"B-15","Alloy 617","Plate",314626
4,"CapPass",150.58,-148.1,"Qualified",1.017,28.83,33.27,4,"B-15","Alloy 617","Plate",314626
5,"CapPass",147.57,-146.0,"Qualified",1.010,39.50,44.83,5,"B-15","Alloy 617","Plate",314626
6,"CapPass",146.03,-145.0,"Qualified",1.007,50.59,56.63,6,"B-15","Alloy 617","Plate",314626
7,"CapPass",145.47,-143.6,"Qualified",1.013,62.35,68.13,7,"B-15","Alloy 617","Plate",314626
8,"CapPass",145.28,-143.8,"Qualified",1.010,74.36,80.34,8,"B-15","Alloy 617","Plate",314626
9,"CapPass",145.29,-142.3,"Qualified",1.021,85.88,91.59,9,"B-15","Alloy 617","Plate",314626
10,"CapPass",144.07,-142.1,"Qualified",1.014,98.35,104.13,10,"B-15","Alloy 617","Plate",314626
11,"CapPass",144.29,-142.5,"Qualified",1.013,109.76,116.38,11,"B-15","Alloy 617","Plate",314626
12,"CapPass",143.95,-141.5,"Qualified",1.018,122.39,127.64,12,"B-15","Alloy 617","Plate",314626
13,"CapPass",144.26,-142.8,"Qualified",1.010,134.39,140.30,13,"B-15","Alloy 617","Plate",314626
14,"CapPass",143.89,-141.7,"Qualified",1.016,145.74,152.08,14,"B-15","Alloy 617","Plate",314626
15,"CapPass",143.50,-140.8,"Qualified",1.019,158.13,164.36,15,"B-15","Alloy 617","Plate",314626
16,"CapPass",144.50,-141.9,"Qualified",1.018,170.41,176.44,16,"B-15","Alloy 617","Plate",314626
17,"CapPass",142.72,-141.4,"Qualified",1.010,182.40,188.44,17,"B-15","Alloy 617","Plate",314626
18,"CapPass",143.14,-141.3,"Qualified",1.013,194.44,200.43,18,"B-15","Alloy 617","Plate",314626
19,"CapPass",143.49,-141.0,"Qualified",1.018,206.42,212.45,19,"B-15","Alloy 617","Plate",314626
20,"CapPass",144.05,-140.9,"Qualified",1.023,218.44,223.97,20,"B-15","Alloy 617","Plate",314626
21,"CapPass",143.59,-140.9,"Qualified",1.019,229.93,236.00,21,"B-15","Alloy 617","Plate",314626
22,"CapPass",142.64,-141.5,"Qualified",1.008,242.16,248.48,22,"B-15","Alloy 617","Plate",314626
23,"CapPass",142.96,-141.3,"Qualified",1.012,253.70,260.22,23,"B-15","Alloy 617","Plate",314626
24,"CapPass",143.51,-141.0,"Qualified",1.018,266.43,271.84,24,"B-15","Alloy 617","Plate",314626
25,"CapPass",143.02,-142.4,"Qualified",1.004,278.48,284.50,25,"B-15","Alloy 617","Plate",314626
26,"CapPass",143.51,-141.0,"Qualified",1.018,290.18,296.51,26,"B-15","Alloy 617","Plate",314626
27,"CapPass",143.24,-141.0,"Qualified",1.016,301.59,308.51,27,"B-15","Alloy 617","Plate",314626
28,"CapPass",143.97,-141.1,"Qualified",1.020,314.38,320.54,28,"B-15","Alloy 617","Plate",314626
29,"CapPass",143.88,-141.4,"Qualified",1.017,326.26,332.54,29,"B-15","Alloy 617","Plate",314626
