"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual Exceptions","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Sample","Count","Alloy","Material_Form","Heat"
1,"CapPass",".",-242.74,,"Qualified",".",".",27.49,"416-11",1,"Alloy 617","Plate",314626
2,"CapPass",266.18,-287.48,,"Qualified",0.926,47.80,66.15,"416-11",2,"Alloy 617","Plate",314626
3,"CapPass",280.47,-296.54,,"Qualified",0.946,82.67,105.44,"416-11",3,"Alloy 617","Plate",314626
4,"CapPass",285.39,-298.01,,"Qualified",0.958,124.30,145.99,"416-11",4,"Alloy 617","Plate",314626
5,"CapPass",285.98,-298.13,,"Qualified",0.959,165.89,185.25,"416-11",5,"Alloy 617","Plate",314626
6,"CapPass",284.22,-300.54,,"Qualified",0.946,205.74,225.15,"416-11",6,"Alloy 617","Plate",314626
7,"CapPass",284.08,-300.58,,"Qualified",0.945,242.09,265.92,"416-11",7,"Alloy 617","Plate",314626
8,"CapPass",284.29,-297.50,,"Qualified",0.956,284.38,305.92,"416-11",8,"Alloy 617","Plate",314626
9,"CapPass",285.85,-296.33,,"Qualified",0.965,325.77,345.93,"416-11",9,"Alloy 617","Plate",314626
10,"CapPass",283.31,-297.85,,"Qualified",0.951,362.67,385.91,"416-11",10,"Alloy 617","Plate",314626
11,"CapPass",284.00,-298.09,,"Qualified",0.953,405.07,425.70,"416-11",11,"Alloy 617","Plate",314626
12,"CapPass",285.57,-295.69,,"Qualified",0.966,444.19,465.98,"416-11",12,"Alloy 617","Plate",314626
13,"CapPass",285.32,-296.08,,"Qualified",0.964,485.57,504.15,"416-11",13,"Alloy 617","Plate",314626
14,"CapPass",283.86,-298.63,,"Qualified",0.951,525.10,545.60,"416-11",14,"Alloy 617","Plate",314626
15,"CapPass",283.65,-298.37,,"Qualified",0.951,565.00,586.00,"416-11",15,"Alloy 617","Plate",314626
16,"CapPass",284.76,-295.69,,"Qualified",0.963,605.46,625.08,"416-11",16,"Alloy 617","Plate",314626
17,"CapPass",282.98,-296.15,,"Qualified",0.956,644.79,666.03,"416-11",17,"Alloy 617","Plate",314626
18,"CapPass",283.88,-298.13,,"Qualified",0.952,683.21,705.75,"416-11",18,"Alloy 617","Plate",314626
19,"CapPass",284.48,-296.53,,"Qualified",0.959,725.40,746.04,"416-11",19,"Alloy 617","Plate",314626
20,"CapPass",283.93,-295.73,,"Qualified",0.960,763.86,782.18,"416-11",20,"Alloy 617","Plate",314626
21,"CapPass",284.72,-296.99,,"Qualified",0.959,804.92,824.98,"416-11",21,"Alloy 617","Plate",314626
22,"CapPass",283.03,-295.46,,"Qualified",0.958,843.96,866.06,"416-11",22,"Alloy 617","Plate",314626
23,"CapPass",284.88,-297.46,,"Qualified",0.958,885.67,904.92,"416-11",23,"Alloy 617","Plate",314626
24,"CapPass",284.88,-299.70,,"Qualified",0.951,924.14,945.71,"416-11",24,"Alloy 617","Plate",314626
25,"CapPass",283.09,-295.98,,"Qualified",0.956,964.38,986.08,"416-11",25,"Alloy 617","Plate",314626
26,"CapPass",283.89,-296.18,,"Qualified",0.958,1006.09,1026.10,"416-11",26,"Alloy 617","Plate",314626
27,"CapPass",283.72,-294.83,,"Qualified",0.962,1046.09,1065.65,"416-11",27,"Alloy 617","Plate",314626
28,"CapPass",285.75,-296.85,,"Qualified",0.963,1085.12,1106.12,"416-11",28,"Alloy 617","Plate",314626
29,"CapPass",284.59,-295.67,,"Qualified",0.963,1125.32,1146.10,"416-11",29,"Alloy 617","Plate",314626
30,"CapPass",282.93,-297.81,,"Qualified",0.950,1164.93,1186.12,"416-11",30,"Alloy 617","Plate",314626
31,"CapPass",283.53,-298.21,,"Qualified",0.951,1204.86,1224.05,"416-11",31,"Alloy 617","Plate",314626
32,"CapPass",283.26,-294.19,,"Qualified",0.963,1246.02,1264.38,"416-11",32,"Alloy 617","Plate",314626
33,"CapPass",284.19,-297.68,,"Qualified",0.955,1286.14,1305.54,"416-11",33,"Alloy 617","Plate",314626
34,"CapPass",283.15,-298.37,,"Qualified",0.949,1325.22,1345.89,"416-11",34,"Alloy 617","Plate",314626
35,"CapPass",282.43,-296.13,,"Qualified",0.954,1365.72,1385.51,"416-11",35,"Alloy 617","Plate",314626
36,"CapPass",282.78,-297.79,,"Qualified",0.950,1405.83,1426.07,"416-11",36,"Alloy 617","Plate",314626
37,"CapPass",283.64,-297.10,,"Qualified",0.955,1446.19,1465.37,"416-11",37,"Alloy 617","Plate",314626
38,"CapPass",283.65,-295.43,,"Qualified",0.960,1482.63,1506.20,"416-11",38,"Alloy 617","Plate",314626
39,"CapPass",283.72,-298.04,,"Qualified",0.952,1524.61,1545.65,"416-11",39,"Alloy 617","Plate",314626
