"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual Exceptions","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Sample","Count","Alloy","Material_Form","Heat"
1,"CapPass",".",-270.84,,"Qualified",".",".",43.45,"416-19",1,"Alloy 617","Plate",314626
2,"CapPass",285.23,-314.64,,"Qualified",0.907,68.96,102.36,"416-19",2,"Alloy 617","Plate",314626
3,"CapPass",295.51,-317.81,,"Qualified",0.930,131.52,160.73,"416-19",3,"Alloy 617","Plate",314626
4,"CapPass",299.53,-317.20,,"Qualified",0.944,190.86,220.04,"416-19",4,"Alloy 617","Plate",314626
5,"CapPass",299.18,-317.65,,"Qualified",0.942,248.89,280.07,"416-19",5,"Alloy 617","Plate",314626
6,"CapPass",299.19,-318.88,,"Qualified",0.938,310.19,340.45,"416-19",6,"Alloy 617","Plate",314626
7,"CapPass",297.96,-316.31,,"Qualified",0.942,366.70,397.90,"416-19",7,"Alloy 617","Plate",314626
8,"CapPass",298.52,-320.80,,"Qualified",0.931,430.86,460.89,"416-19",8,"Alloy 617","Plate",314626
9,"CapPass",297.55,-318.04,,"Qualified",0.936,490.88,519.62,"416-19",9,"Alloy 617","Plate",314626
10,"CapPass",299.87,-317.03,,"Qualified",0.946,548.19,576.41,"416-19",10,"Alloy 617","Plate",314626
11,"CapPass",298.88,-315.52,,"Qualified",0.947,610.95,638.32,"416-19",11,"Alloy 617","Plate",314626
12,"CapPass",298.90,-318.46,,"Qualified",0.939,670.86,700.79,"416-19",12,"Alloy 617","Plate",314626
13,"CapPass",299.83,-319.30,,"Qualified",0.939,729.58,760.55,"416-19",13,"Alloy 617","Plate",314626
14,"CapPass",298.82,-316.49,,"Qualified",0.944,785.54,819.82,"416-19",14,"Alloy 617","Plate",314626
15,"CapPass",298.92,-319.33,,"Qualified",0.936,850.71,880.98,"416-19",15,"Alloy 617","Plate",314626
16,"CapPass",298.52,-315.62,,"Qualified",0.946,908.73,940.39,"416-19",16,"Alloy 617","Plate",314626
17,"CapPass",299.17,-318.00,,"Qualified",0.941,965.84,1001.01,"416-19",17,"Alloy 617","Plate",314626
18,"CapPass",298.60,-316.45,,"Qualified",0.944,1029.70,1060.83,"416-19",18,"Alloy 617","Plate",314626
19,"CapPass",297.99,-317.70,,"Qualified",0.938,1089.86,1121.01,"416-19",19,"Alloy 617","Plate",314626
20,"CapPass",298.38,-317.01,,"Qualified",0.941,1149.85,1179.22,"416-19",20,"Alloy 617","Plate",314626
21,"CapPass",298.15,-315.09,,"Qualified",0.946,1210.27,1240.39,"416-19",21,"Alloy 617","Plate",314626
22,"CapPass",297.59,-316.40,,"Qualified",0.941,1265.02,1299.88,"416-19",22,"Alloy 617","Plate",314626
23,"CapPass",299.53,-313.46,,"Qualified",0.956,1326.08,1360.84,"416-19",23,"Alloy 617","Plate",314626
24,"CapPass",297.34,-315.96,,"Qualified",0.941,1388.88,1421.07,"416-19",24,"Alloy 617","Plate",314626
25,"CapPass",296.89,-316.15,,"Qualified",0.939,1448.58,1480.35,"416-19",25,"Alloy 617","Plate",314626
26,"CapPass",298.57,-314.86,,"Qualified",0.948,1510.40,1540.27,"416-19",26,"Alloy 617","Plate",314626
27,"CapPass",297.48,-314.76,,"Qualified",0.945,1569.83,1601.09,"416-19",27,"Alloy 617","Plate",314626
28,"CapPass",297.72,-316.98,,"Qualified",0.939,1623.91,1661.09,"416-19",28,"Alloy 617","Plate",314626
29,"CapPass",299.24,-315.37,,"Qualified",0.949,1687.31,1721.10,"416-19",29,"Alloy 617","Plate",314626
30,"CapPass",298.64,-315.89,,"Qualified",0.945,1751.10,1781.11,"416-19",30,"Alloy 617","Plate",314626
31,"CapPass",297.41,-317.34,,"Qualified",0.937,1808.25,1840.47,"416-19",31,"Alloy 617","Plate",314626
32,"CapPass",297.30,-317.17,,"Qualified",0.937,1869.67,1901.13,"416-19",32,"Alloy 617","Plate",314626
33,"CapPass",297.72,-316.87,,"Qualified",0.940,1930.66,1960.68,"416-19",33,"Alloy 617","Plate",314626
34,"CapPass",297.30,-315.16,,"Qualified",0.943,1988.69,2020.09,"416-19",34,"Alloy 617","Plate",314626
35,"CapPass",299.37,-316.53,,"Qualified",0.946,2049.12,2080.65,"416-19",35,"Alloy 617","Plate",314626
36,"CapPass",297.38,-319.60,,"Qualified",0.930,2111.16,2141.03,"416-19",36,"Alloy 617","Plate",314626
37,"CapPass",297.35,-314.00,,"Qualified",0.947,2168.81,2200.89,"416-19",37,"Alloy 617","Plate",314626
38,"CapPass",296.92,-318.15,,"Qualified",0.933,2229.10,2261.07,"416-19",38,"Alloy 617","Plate",314626
39,"CapPass",296.50,-315.86,,"Qualified",0.939,2289.94,2319.80,"416-19",39,"Alloy 617","Plate",314626
40,"CapPass",297.99,-313.97,,"Qualified",0.949,2342.65,2380.35,"416-19",40,"Alloy 617","Plate",314626
41,"CapPass",296.21,-314.14,,"Qualified",0.943,2408.25,2440.78,"416-19",41,"Alloy 617","Plate",314626
42,"CapPass",296.84,-315.57,,"Qualified",0.941,2466.30,2501.23,"416-19",42,"Alloy 617","Plate",314626
43,"CapPass",297.03,-314.14,,"Qualified",0.946,2526.25,2560.78,"416-19",43,"Alloy 617","Plate",314626
44,"CapPass",295.89,-313.63,,"Qualified",0.943,2587.61,2620.09,"416-19",44,"Alloy 617","Plate",314626
45,"CapPass",298.20,-314.03,,"Qualified",0.950,2648.33,2680.05,"416-19",45,"Alloy 617","Plate",314626
46,"CapPass",297.16,-315.24,,"Qualified",0.943,2710.98,2740.82,"416-19",46,"Alloy 617","Plate",314626
47,"CapPass",296.32,-314.95,,"Qualified",0.941,2767.73,2801.27,"416-19",47,"Alloy 617","Plate",314626
48,"CapPass",295.84,-318.25,,"Qualified",0.930,2831.27,2861.28,"416-19",48,"Alloy 617","Plate",314626
49,"CapPass",296.20,-313.61,,"Qualified",0.945,2888.09,2921.16,"416-19",49,"Alloy 617","Plate",314626
50,"CapPass",295.33,-314.38,,"Qualified",0.939,2950.41,2981.30,"416-19",50,"Alloy 617","Plate",314626
51,"CapPass",297.54,-313.37,,"Qualified",0.949,3009.54,3039.29,"416-19",51,"Alloy 617","Plate",314626
52,"CapPass",296.06,-318.61,,"Qualified",0.929,3068.94,3100.34,"416-19",52,"Alloy 617","Plate",314626
53,"CapPass",297.18,-313.15,,"Qualified",0.949,3128.15,3160.79,"416-19",53,"Alloy 617","Plate",314626
54,"CapPass",295.04,-314.53,,"Qualified",0.938,3190.25,3221.16,"416-19",54,"Alloy 617","Plate",314626
55,"CapPass",295.77,-311.87,,"Qualified",0.948,3249.76,3277.08,"416-19",55,"Alloy 617","Plate",314626
56,"CapPass",297.98,-317.70,,"Qualified",0.938,3310.65,3340.96,"416-19",56,"Alloy 617","Plate",314626
57,"CapPass",295.36,-310.58,,"Qualified",0.951,3367.81,3399.67,"416-19",57,"Alloy 617","Plate",314626
58,"CapPass",296.16,-313.32,,"Qualified",0.945,3431.33,3461.18,"416-19",58,"Alloy 617","Plate",314626
59,"CapPass",295.26,-312.77,,"Qualified",0.944,3488.27,3521.34,"416-19",59,"Alloy 617","Plate",314626
60,"CapPass",297.64,-312.74,,"Qualified",0.952,3545.44,3578.43,"416-19",60,"Alloy 617","Plate",314626
61,"CapPass",294.97,-315.16,,"Qualified",0.936,3611.20,3641.05,"416-19",61,"Alloy 617","Plate",314626
62,"CapPass",294.98,-311.17,,"Qualified",0.948,3667.24,3698.93,"416-19",62,"Alloy 617","Plate",314626
63,"CapPass",295.77,-311.82,,"Qualified",0.949,3731.39,3759.64,"416-19",63,"Alloy 617","Plate",314626
64,"CapPass",295.04,-314.12,,"Qualified",0.939,3786.51,3821.42,"416-19",64,"Alloy 617","Plate",314626
65,"CapPass",295.39,-310.63,,"Qualified",0.951,3848.97,3880.83,"416-19",65,"Alloy 617","Plate",314626
66,"CapPass",294.26,-312.93,,"Qualified",0.940,3907.27,3941.24,"416-19",66,"Alloy 617","Plate",314626
67,"CapPass",293.79,-311.22,,"Qualified",0.944,3968.54,3999.73,"416-19",67,"Alloy 617","Plate",314626
68,"CapPass",293.12,-309.24,,"Qualified",0.948,4029.32,4061.46,"416-19",68,"Alloy 617","Plate",314626
69,"CapPass",294.34,-311.95,,"Qualified",0.944,4090.05,4120.45,"416-19",69,"Alloy 617","Plate",314626
70,"CapPass",293.14,-309.09,,"Qualified",0.948,4145.85,4180.52,"416-19",70,"Alloy 617","Plate",314626
71,"CapPass",292.58,-312.74,,"Qualified",0.936,4208.57,4241.15,"416-19",71,"Alloy 617","Plate",314626
72,"CapPass",294.42,-309.86,,"Qualified",0.950,4268.71,4301.39,"416-19",72,"Alloy 617","Plate",314626
73,"CapPass",294.10,-311.81,,"Qualified",0.943,4329.57,4360.91,"416-19",73,"Alloy 617","Plate",314626
74,"CapPass",292.67,-309.95,,"Qualified",0.944,4388.14,4420.45,"416-19",74,"Alloy 617","Plate",314626
75,"CapPass",292.72,-310.72,,"Qualified",0.942,4449.94,4481.23,"416-19",75,"Alloy 617","Plate",314626
76,"CapPass",293.47,-308.48,,"Qualified",0.951,4509.21,4540.23,"416-19",76,"Alloy 617","Plate",314626
77,"CapPass",291.97,-309.86,,"Qualified",0.942,4570.06,4600.66,"416-19",77,"Alloy 617","Plate",314626
78,"CapPass",292.55,-309.87,,"Qualified",0.944,4628.59,4660.62,"416-19",78,"Alloy 617","Plate",314626
79,"CapPass",291.51,-309.48,,"Qualified",0.942,4690.09,4721.18,"416-19",79,"Alloy 617","Plate",314626
80,"CapPass",293.03,-308.46,,"Qualified",0.950,4749.95,4781.17,"416-19",80,"Alloy 617","Plate",314626
81,"CapPass",292.47,-309.39,,"Qualified",0.945,4811.03,4840.57,"416-19",81,"Alloy 617","Plate",314626
82,"CapPass",291.62,-308.77,,"Qualified",0.944,4867.76,4901.02,"416-19",82,"Alloy 617","Plate",314626
83,"CapPass",291.49,-309.71,,"Qualified",0.941,4930.55,4961.59,"416-19",83,"Alloy 617","Plate",314626
84,"CapPass",292.71,-307.22,,"Qualified",0.953,4988.13,5021.23,"416-19",84,"Alloy 617","Plate",314626
85,"CapPass",290.85,-305.56,,"Qualified",0.952,5051.24,5081.55,"416-19",85,"Alloy 617","Plate",314626
86,"CapPass",290.50,-309.45,,"Qualified",0.939,5110.16,5141.10,"416-19",86,"Alloy 617","Plate",314626
87,"CapPass",292.51,-310.85,,"Qualified",0.941,5168.59,5201.53,"416-19",87,"Alloy 617","Plate",314626
88,"CapPass",290.48,-308.84,,"Qualified",0.941,5230.63,5261.37,"416-19",88,"Alloy 617","Plate",314626
89,"CapPass",290.27,-306.82,,"Qualified",0.946,5288.67,5321.64,"416-19",89,"Alloy 617","Plate",314626
90,"CapPass",291.49,-305.26,,"Qualified",0.955,5349.29,5380.63,"416-19",90,"Alloy 617","Plate",314626
91,"CapPass",289.88,-308.98,,"Qualified",0.938,5411.64,5441.66,"416-19",91,"Alloy 617","Plate",314626
92,"CapPass",289.86,-307.00,,"Qualified",0.944,5470.61,5500.50,"416-19",92,"Alloy 617","Plate",314626
93,"CapPass",288.60,-305.51,,"Qualified",0.945,5531.49,5561.67,"416-19",93,"Alloy 617","Plate",314626
94,"CapPass",289.78,-304.30,,"Qualified",0.952,5587.32,5621.45,"416-19",94,"Alloy 617","Plate",314626
95,"CapPass",289.04,-307.01,,"Qualified",0.941,5650.75,5681.03,"416-19",95,"Alloy 617","Plate",314626
96,"CapPass",288.01,-305.20,,"Qualified",0.944,5710.56,5741.55,"416-19",96,"Alloy 617","Plate",314626
97,"CapPass",286.32,-306.28,,"Qualified",0.935,5767.80,5801.25,"416-19",97,"Alloy 617","Plate",314626
98,"CapPass",286.68,-301.00,,"Qualified",0.952,5830.65,5861.72,"416-19",98,"Alloy 617","Plate",314626
99,"CapPass",286.48,-300.60,,"Qualified",0.953,5891.34,5920.80,"416-19",99,"Alloy 617","Plate",314626
100,"CapPass",286.01,-302.75,,"Qualified",0.945,5951.00,5981.74,"416-19",100,"Alloy 617","Plate",314626
101,"CapPass",286.88,-302.44,,"Qualified",0.949,6005.29,6040.75,"416-19",101,"Alloy 617","Plate",314626
102,"CapPass",286.08,-306.80,,"Qualified",0.932,6067.13,6101.51,"416-19",102,"Alloy 617","Plate",314626
103,"CapPass",285.88,-301.99,,"Qualified",0.947,6130.58,6161.52,"416-19",103,"Alloy 617","Plate",314626
104,"CapPass",285.56,-300.18,,"Qualified",0.951,6191.46,6221.14,"416-19",104,"Alloy 617","Plate",314626
105,"CapPass",284.14,-302.81,,"Qualified",0.938,6248.21,6281.77,"416-19",105,"Alloy 617","Plate",314626
106,"CapPass",283.34,-301.72,,"Qualified",0.939,6311.26,6341.78,"416-19",106,"Alloy 617","Plate",314626
107,"CapPass",283.54,-302.31,,"Qualified",0.938,6368.70,6401.80,"416-19",107,"Alloy 617","Plate",314626
108,"CapPass",284.19,-300.87,,"Qualified",0.945,6431.19,6461.81,"416-19",108,"Alloy 617","Plate",314626
109,"CapPass",282.06,-303.96,,"Qualified",0.928,6490.24,6521.57,"416-19",109,"Alloy 617","Plate",314626
110,"CapPass",279.52,-297.83,,"Qualified",0.938,6550.90,6581.84,"416-19",110,"Alloy 617","Plate",314626
111,"CapPass",277.99,-299.71,,"Qualified",0.928,6611.61,6641.83,"416-19",111,"Alloy 617","Plate",314626
112,"CapPass",276.31,-299.81,,"Qualified",0.922,6671.66,6701.84,"416-19",112,"Alloy 617","Plate",314626
113,"CapPass",277.91,-297.35,,"Qualified",0.935,6729.43,6761.84,"416-19",113,"Alloy 617","Plate",314626
114,"CapPass",276.19,-299.26,,"Qualified",0.923,6791.30,6821.85,"416-19",114,"Alloy 617","Plate",314626
115,"CapPass",275.49,-294.82,,"Qualified",0.934,6850.84,6881.88,"416-19",115,"Alloy 617","Plate",314626
116,"CapPass",273.31,-293.87,,"Qualified",0.930,6909.35,6941.89,"416-19",116,"Alloy 617","Plate",314626
117,"CapPass",270.60,-293.36,,"Qualified",0.922,6970.35,7001.88,"416-19",117,"Alloy 617","Plate",314626
118,"CapPass",269.36,-291.72,,"Qualified",0.923,7026.82,7061.90,"416-19",118,"Alloy 617","Plate",314626
119,"CapPass",270.23,-288.34,,"Qualified",0.937,7091.78,7121.92,"416-19",119,"Alloy 617","Plate",314626
120,"CapPass",267.94,-291.28,,"Qualified",0.920,7151.31,7181.91,"416-19",120,"Alloy 617","Plate",314626
121,"CapPass",266.69,-289.06,,"Qualified",0.923,7211.63,7241.93,"416-19",121,"Alloy 617","Plate",314626
122,"CapPass",264.30,-289.01,,"Qualified",0.915,7270.18,7301.93,"416-19",122,"Alloy 617","Plate",314626
123,"CapPass",260.93,-285.21,,"Qualified",0.915,7331.66,7361.95,"416-19",123,"Alloy 617","Plate",314626
124,"CapPass",257.53,-286.35,,"Qualified",0.899,7390.53,7421.95,"416-19",124,"Alloy 617","Plate",314626
125,"CapPass",255.22,-282.27,,"Qualified",0.904,7449.14,7481.96,"416-19",125,"Alloy 617","Plate",314626
126,"CapPass",253.41,-280.15,,"Qualified",0.905,7510.23,7541.98,"416-19",126,"Alloy 617","Plate",314626
127,"CapPass",248.50,-280.82,,"Qualified",0.885,7571.84,7601.99,"416-19",127,"Alloy 617","Plate",314626
128,"CapPass",243.63,-275.27,,"Qualified",0.885,7631.95,7661.99,"416-19",128,"Alloy 617","Plate",314626
129,"CapPass",240.49,-275.94,,"Qualified",0.872,7690.82,7722.01,"416-19",129,"Alloy 617","Plate",314626
130,"CapPass",234.23,-273.61,,"Qualified",0.856,7751.99,7781.99,"416-19",130,"Alloy 617","Plate",314626
131,"CapPass",228.10,-267.44,,"Qualified",0.853,7810.81,7842.03,"416-19",131,"Alloy 617","Plate",314626
132,"CapPass",219.43,-260.29,,"Qualified",0.843,7871.51,7902.04,"416-19",132,"Alloy 617","Plate",314626
133,"CapPass",211.89,-257.78,,"Qualified",0.822,7930.22,7962.03,"416-19",133,"Alloy 617","Plate",314626
134,"CapPass",201.69,-253.68,,"Qualified",0.795,7990.03,8022.04,"416-19",134,"Alloy 617","Plate",314626
135,"CapPass",194.23,-249.41,,"Qualified",0.779,8051.51,8082.05,"416-19",135,"Alloy 617","Plate",314626
136,"CapPass",189.15,-245.66,,"Qualified",0.770,8111.85,8142.08,"416-19",136,"Alloy 617","Plate",314626
137,"CapPass",183.33,".",,"Qualified",".",8171.90,".","416-19",137,"Alloy 617","Plate",314626

