"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual Exceptions","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Sample","Count","Alloy","Material_Form","Heat"
1,"CapPass",".",-265.69,,"Qualified",".",".",43.56,"416-12",1,"Alloy 617","Plate",314626
2,"CapPass",283.85,-312.00,,"Qualified",0.910,70.74,101.02,"416-12",2,"Alloy 617","Plate",314626
3,"CapPass",294.43,-315.45,,"Qualified",0.933,128.53,161.45,"416-12",3,"Alloy 617","Plate",314626
4,"CapPass",294.10,-316.52,,"Qualified",0.929,189.14,219.33,"416-12",4,"Alloy 617","Plate",314626
5,"CapPass",294.35,-314.51,,"Qualified",0.936,250.87,280.82,"416-12",5,"Alloy 617","Plate",314626
6,"CapPass",294.25,-314.58,,"Qualified",0.935,307.72,340.90,"416-12",6,"Alloy 617","Plate",314626
7,"CapPass",297.08,-314.43,,"Qualified",0.945,368.35,399.81,"416-12",7,"Alloy 617","Plate",314626
8,"CapPass",296.15,-313.34,,"Qualified",0.945,418.10,460.91,"416-12",8,"Alloy 617","Plate",314626
9,"CapPass",293.85,-313.07,,"Qualified",0.939,487.94,520.58,"416-12",9,"Alloy 617","Plate",314626
10,"CapPass",293.27,-312.42,,"Qualified",0.939,546.23,580.93,"416-12",10,"Alloy 617","Plate",314626
11,"CapPass",293.23,-314.83,,"Qualified",0.931,609.21,640.93,"416-12",11,"Alloy 617","Plate",314626
12,"CapPass",294.26,-312.25,,"Qualified",0.942,664.97,699.46,"416-12",12,"Alloy 617","Plate",314626
13,"CapPass",293.40,-311.42,,"Qualified",0.942,730.27,759.88,"416-12",13,"Alloy 617","Plate",314626
14,"CapPass",293.40,-313.54,,"Qualified",0.936,786.20,820.78,"416-12",14,"Alloy 617","Plate",314626
15,"CapPass",292.46,-312.48,,"Qualified",0.936,845.59,880.96,"416-12",15,"Alloy 617","Plate",314626
16,"CapPass",293.77,-313.49,,"Qualified",0.937,910.67,940.94,"416-12",16,"Alloy 617","Plate",314626
17,"CapPass",292.89,-312.28,,"Qualified",0.938,965.14,998.81,"416-12",17,"Alloy 617","Plate",314626
18,"CapPass",293.27,-310.74,,"Qualified",0.944,1029.31,1059.44,"416-12",18,"Alloy 617","Plate",314626
19,"CapPass",292.14,-311.80,,"Qualified",0.937,1089.92,1118.42,"416-12",19,"Alloy 617","Plate",314626
20,"CapPass",293.29,-311.84,,"Qualified",0.941,1145.17,1180.31,"416-12",20,"Alloy 617","Plate",314626
21,"CapPass",295.08,-310.11,,"Qualified",0.952,1204.42,1238.53,"416-12",21,"Alloy 617","Plate",314626
22,"CapPass",291.12,-310.57,,"Qualified",0.937,1267.29,1299.10,"416-12",22,"Alloy 617","Plate",314626
23,"CapPass",293.61,-311.12,,"Qualified",0.944,1331.03,1360.94,"416-12",23,"Alloy 617","Plate",314626
24,"CapPass",292.91,-309.74,,"Qualified",0.946,1391.05,1419.33,"416-12",24,"Alloy 617","Plate",314626
25,"CapPass",292.37,-310.24,,"Qualified",0.942,1450.96,1480.22,"416-12",25,"Alloy 617","Plate",314626
26,"CapPass",293.04,-309.59,,"Qualified",0.947,1510.73,1541.07,"416-12",26,"Alloy 617","Plate",314626
27,"CapPass",293.52,-309.42,,"Qualified",0.949,1566.36,1601.08,"416-12",27,"Alloy 617","Plate",314626
28,"CapPass",292.63,-310.20,,"Qualified",0.943,1629.87,1658.56,"416-12",28,"Alloy 617","Plate",314626
29,"CapPass",293.37,-311.41,,"Qualified",0.942,1686.77,1719.87,"416-12",29,"Alloy 617","Plate",314626
30,"CapPass",294.72,-308.05,,"Qualified",0.957,1743.91,1780.91,"416-12",30,"Alloy 617","Plate",314626
31,"CapPass",291.38,-309.88,,"Qualified",0.940,1806.67,1840.94,"416-12",31,"Alloy 617","Plate",314626
32,"CapPass",290.37,-309.46,,"Qualified",0.938,1871.11,1900.03,"416-12",32,"Alloy 617","Plate",314626
33,"CapPass",291.37,-311.35,,"Qualified",0.936,1928.28,1959.18,"416-12",33,"Alloy 617","Plate",314626
34,"CapPass",291.98,-310.78,,"Qualified",0.940,1989.67,2019.53,"416-12",34,"Alloy 617","Plate",314626
35,"CapPass",290.85,-310.31,,"Qualified",0.937,2051.13,2081.06,"416-12",35,"Alloy 617","Plate",314626
36,"CapPass",290.45,-309.37,,"Qualified",0.939,2111.12,2139.29,"416-12",36,"Alloy 617","Plate",314626
37,"CapPass",290.71,-308.20,,"Qualified",0.943,2168.65,2200.95,"416-12",37,"Alloy 617","Plate",314626
38,"CapPass",291.34,-308.16,,"Qualified",0.945,2226.54,2261.16,"416-12",38,"Alloy 617","Plate",314626
39,"CapPass",291.50,-307.54,,"Qualified",0.948,2289.94,2318.94,"416-12",39,"Alloy 617","Plate",314626
40,"CapPass",290.60,-308.06,,"Qualified",0.943,2348.25,2381.11,"416-12",40,"Alloy 617","Plate",314626
41,"CapPass",293.53,-307.73,,"Qualified",0.954,2409.45,2440.85,"416-12",41,"Alloy 617","Plate",314626
42,"CapPass",290.30,-308.61,,"Qualified",0.941,2469.81,2501.10,"416-12",42,"Alloy 617","Plate",314626
43,"CapPass",290.08,-306.10,,"Qualified",0.948,2529.09,2560.52,"416-12",43,"Alloy 617","Plate",314626
44,"CapPass",290.25,-307.07,,"Qualified",0.945,2590.64,2619.16,"416-12",44,"Alloy 617","Plate",314626
45,"CapPass",289.85,-307.57,,"Qualified",0.942,2650.23,2679.00,"416-12",45,"Alloy 617","Plate",314626
46,"CapPass",289.19,-308.64,,"Qualified",0.937,2707.33,2741.24,"416-12",46,"Alloy 617","Plate",314626
47,"CapPass",289.73,-310.09,,"Qualified",0.934,2769.39,2801.25,"416-12",47,"Alloy 617","Plate",314626
48,"CapPass",289.65,-308.09,,"Qualified",0.940,2831.26,2860.70,"416-12",48,"Alloy 617","Plate",314626
49,"CapPass",288.62,-307.24,,"Qualified",0.939,2886.87,2920.57,"416-12",49,"Alloy 617","Plate",314626
50,"CapPass",289.74,-305.58,,"Qualified",0.948,2950.08,2981.17,"416-12",50,"Alloy 617","Plate",314626
51,"CapPass",289.93,-304.98,,"Qualified",0.951,3006.62,3040.09,"416-12",51,"Alloy 617","Plate",314626
52,"CapPass",289.85,-305.51,,"Qualified",0.949,3070.38,3099.10,"416-12",52,"Alloy 617","Plate",314626
