"Stress Mpa","Strain","Qual State","Qual Exceptions","Elapsed Time Sec","Data State","Cycle Label","Cycle","Count","Sample","Alloy","Heat","Material_Form"
18.67,0.00005,"Qualified",,0.00,"CapPass","Cycle 1",1,1,"416-19","Alloy 617",314626,"Plate"
27.05,0.00010,"Qualified",,0.06,"CapPass","Cycle 1",1,2,"416-19","Alloy 617",314626,"Plate"
35.86,0.00015,"Qualified",,0.13,"CapPass","Cycle 1",1,3,"416-19","Alloy 617",314626,"Plate"
43.89,0.00020,"Qualified",,0.18,"CapPass","Cycle 1",1,4,"416-19","Alloy 617",314626,"Plate"
51.24,0.00025,"Qualified",,0.25,"CapPass","Cycle 1",1,5,"416-19","Alloy 617",314626,"Plate"
58.59,0.00030,"Qualified",,0.32,"CapPass","Cycle 1",1,6,"416-19","Alloy 617",314626,"Plate"
66.98,0.00035,"Qualified",,0.39,"CapPass","Cycle 1",1,7,"416-19","Alloy 617",314626,"Plate"
75.19,0.00040,"Qualified",,0.45,"CapPass","Cycle 1",1,8,"416-19","Alloy 617",314626,"Plate"
83.23,0.00045,"Qualified",,0.52,"CapPass","Cycle 1",1,9,"416-19","Alloy 617",314626,"Plate"
91.46,0.00050,"Qualified",,0.59,"CapPass","Cycle 1",1,10,"416-19","Alloy 617",314626,"Plate"
99.45,0.00056,"Qualified",,0.65,"CapPass","Cycle 1",1,11,"416-19","Alloy 617",314626,"Plate"
106.93,0.00061,"Qualified",,0.70,"CapPass","Cycle 1",1,12,"416-19","Alloy 617",314626,"Plate"
113.42,0.00066,"Qualified",,0.76,"CapPass","Cycle 1",1,13,"416-19","Alloy 617",314626,"Plate"
114.92,0.00067,"Qualified",,0.77,"CapPass","Cycle 1",1,14,"416-19","Alloy 617",314626,"Plate"
120.32,0.00071,"Qualified",,0.81,"CapPass","Cycle 1",1,15,"416-19","Alloy 617",314626,"Plate"
127.47,0.00076,"Qualified",,0.88,"CapPass","Cycle 1",1,16,"416-19","Alloy 617",314626,"Plate"
134.32,0.00081,"Qualified",,0.94,"CapPass","Cycle 1",1,17,"416-19","Alloy 617",314626,"Plate"
141.76,0.00086,"Qualified",,1.00,"CapPass","Cycle 1",1,18,"416-19","Alloy 617",314626,"Plate"
149.91,0.00091,"Qualified",,1.04,"CapPass","Cycle 1",1,19,"416-19","Alloy 617",314626,"Plate"
157.44,0.00096,"Qualified",,1.08,"CapPass","Cycle 1",1,20,"416-19","Alloy 617",314626,"Plate"
164.36,0.00101,"Qualified",,1.12,"CapPass","Cycle 1",1,21,"416-19","Alloy 617",314626,"Plate"
168.31,0.00106,"Qualified",,1.15,"CapPass","Cycle 1",1,22,"416-19","Alloy 617",314626,"Plate"
169.42,0.00111,"Qualified",,1.16,"CapPass","Cycle 1",1,23,"416-19","Alloy 617",314626,"Plate"
169.92,0.00117,"Qualified",,1.17,"CapPass","Cycle 1",1,24,"416-19","Alloy 617",314626,"Plate"
170.35,0.00122,"Qualified",,1.18,"CapPass","Cycle 1",1,25,"416-19","Alloy 617",314626,"Plate"
170.81,0.00128,"Qualified",,1.18,"CapPass","Cycle 1",1,26,"416-19","Alloy 617",314626,"Plate"
171.12,0.00133,"Qualified",,1.19,"CapPass","Cycle 1",1,27,"416-19","Alloy 617",314626,"Plate"
171.34,0.00138,"Qualified",,1.19,"CapPass","Cycle 1",1,28,"416-19","Alloy 617",314626,"Plate"
171.51,0.00144,"Qualified",,1.20,"CapPass","Cycle 1",1,29,"416-19","Alloy 617",314626,"Plate"
171.51,0.00149,"Qualified",,1.21,"CapPass","Cycle 1",1,30,"416-19","Alloy 617",314626,"Plate"
171.55,0.00155,"Qualified",,1.21,"CapPass","Cycle 1",1,31,"416-19","Alloy 617",314626,"Plate"
171.38,0.00160,"Qualified",,1.22,"CapPass","Cycle 1",1,32,"416-19","Alloy 617",314626,"Plate"
171.05,0.00165,"Qualified",,1.23,"CapPass","Cycle 1",1,33,"416-19","Alloy 617",314626,"Plate"
170.13,0.00170,"Qualified",,1.24,"CapPass","Cycle 1",1,34,"416-19","Alloy 617",314626,"Plate"
148.59,0.00165,"Qualified",,1.34,"CapPass","Cycle 1",1,35,"416-19","Alloy 617",314626,"Plate"
141.42,0.00160,"Qualified",,1.37,"CapPass","Cycle 1",1,36,"416-19","Alloy 617",314626,"Plate"
135.06,0.00155,"Qualified",,1.40,"CapPass","Cycle 1",1,37,"416-19","Alloy 617",314626,"Plate"
130.66,0.00150,"Qualified",,1.46,"CapPass","Cycle 1",1,38,"416-19","Alloy 617",314626,"Plate"
143.31,0.00155,"Qualified",,1.58,"CapPass","Cycle 1",1,39,"416-19","Alloy 617",314626,"Plate"
150.87,0.00160,"Qualified",,1.63,"CapPass","Cycle 1",1,40,"416-19","Alloy 617",314626,"Plate"
158.23,0.00165,"Qualified",,1.67,"CapPass","Cycle 1",1,41,"416-19","Alloy 617",314626,"Plate"
165.68,0.00170,"Qualified",,1.71,"CapPass","Cycle 1",1,42,"416-19","Alloy 617",314626,"Plate"
173.11,0.00175,"Qualified",,1.76,"CapPass","Cycle 1",1,43,"416-19","Alloy 617",314626,"Plate"
174.40,0.00176,"Qualified",,1.77,"CapPass","Cycle 1",1,44,"416-19","Alloy 617",314626,"Plate"
170.56,0.00180,"Qualified",,1.81,"CapPass","Cycle 1",1,45,"416-19","Alloy 617",314626,"Plate"
172.37,0.00186,"Qualified",,1.82,"CapPass","Cycle 1",1,46,"416-19","Alloy 617",314626,"Plate"
172.93,0.00192,"Qualified",,1.82,"CapPass","Cycle 1",1,47,"416-19","Alloy 617",314626,"Plate"
173.47,0.00198,"Qualified",,1.83,"CapPass","Cycle 1",1,48,"416-19","Alloy 617",314626,"Plate"
173.78,0.00204,"Qualified",,1.83,"CapPass","Cycle 1",1,49,"416-19","Alloy 617",314626,"Plate"
174.27,0.00209,"Qualified",,1.83,"CapPass","Cycle 1",1,50,"416-19","Alloy 617",314626,"Plate"
174.73,0.00215,"Qualified",,1.84,"CapPass","Cycle 1",1,51,"416-19","Alloy 617",314626,"Plate"
175.19,0.00221,"Qualified",,1.84,"CapPass","Cycle 1",1,52,"416-19","Alloy 617",314626,"Plate"
175.44,0.00227,"Qualified",,1.85,"CapPass","Cycle 1",1,53,"416-19","Alloy 617",314626,"Plate"
175.40,0.00232,"Qualified",,1.86,"CapPass","Cycle 1",1,54,"416-19","Alloy 617",314626,"Plate"
174.34,0.00237,"Qualified",,1.88,"CapPass","Cycle 1",1,55,"416-19","Alloy 617",314626,"Plate"
153.63,0.00232,"Qualified",,1.96,"CapPass","Cycle 1",1,56,"416-19","Alloy 617",314626,"Plate"
146.39,0.00227,"Qualified",,1.99,"CapPass","Cycle 1",1,57,"416-19","Alloy 617",314626,"Plate"
139.91,0.00222,"Qualified",,2.02,"CapPass","Cycle 1",1,58,"416-19","Alloy 617",314626,"Plate"
134.26,0.00217,"Qualified",,2.06,"CapPass","Cycle 1",1,59,"416-19","Alloy 617",314626,"Plate"
146.89,0.00222,"Qualified",,2.23,"CapPass","Cycle 1",1,60,"416-19","Alloy 617",314626,"Plate"
154.56,0.00227,"Qualified",,2.28,"CapPass","Cycle 1",1,61,"416-19","Alloy 617",314626,"Plate"
161.57,0.00232,"Qualified",,2.32,"CapPass","Cycle 1",1,62,"416-19","Alloy 617",314626,"Plate"
168.37,0.00237,"Qualified",,2.36,"CapPass","Cycle 1",1,63,"416-19","Alloy 617",314626,"Plate"
175.13,0.00242,"Qualified",,2.40,"CapPass","Cycle 1",1,64,"416-19","Alloy 617",314626,"Plate"
172.20,0.00247,"Qualified",,2.45,"CapPass","Cycle 1",1,65,"416-19","Alloy 617",314626,"Plate"
173.21,0.00254,"Qualified",,2.46,"CapPass","Cycle 1",1,66,"416-19","Alloy 617",314626,"Plate"
173.65,0.00260,"Qualified",,2.46,"CapPass","Cycle 1",1,67,"416-19","Alloy 617",314626,"Plate"
173.90,0.00265,"Qualified",,2.46,"CapPass","Cycle 1",1,68,"416-19","Alloy 617",314626,"Plate"
