"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual Exceptions","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Sample","Count","Alloy","Material_Form","Heat"
1,"CapPass",138.07,-117.26,,"Qualified",1.177,14.54,131.23,"43-3",1,"Alloy 617","Plate",314626
2,"CapPass",111.73,-117.11,,"Qualified",0.954,207.76,313.08,"43-3",2,"Alloy 617","Plate",314626
3,"CapPass",111.75,-117.36,,"Qualified",0.952,403.91,489.35,"43-3",3,"Alloy 617","Plate",314626
4,"CapPass",111.68,-125.07,,"Qualified",0.893,598.50,662.71,"43-3",4,"Alloy 617","Plate",314626
5,"CapPass",114.45,-122.93,,"Qualified",0.931,784.60,888.24,"43-3",5,"Alloy 617","Plate",314626
6,"CapPass",112.35,-119.93,,"Qualified",0.937,981.56,1096.41,"43-3",6,"Alloy 617","Plate",314626
7,"CapPass",112.88,-119.72,,"Qualified",0.943,1185.95,1297.03,"43-3",7,"Alloy 617","Plate",314626
8,"CapPass",110.36,-118.87,,"Qualified",0.928,1381.15,1483.43,"43-3",8,"Alloy 617","Plate",314626
9,"CapPass",110.72,-116.01,,"Qualified",0.954,1584.13,1672.87,"43-3",9,"Alloy 617","Plate",314626
10,"CapPass",112.06,-120.16,,"Qualified",0.933,1794.33,1880.61,"43-3",10,"Alloy 617","Plate",314626
11,"CapPass",110.53,-118.57,,"Qualified",0.932,1989.83,2050.17,"43-3",11,"Alloy 617","Plate",314626
12,"CapPass",112.09,-116.50,,"Qualified",0.962,2192.59,2296.39,"43-3",12,"Alloy 617","Plate",314626
13,"CapPass",111.46,-121.55,,"Qualified",0.917,2378.86,2496.71,"43-3",13,"Alloy 617","Plate",314626
14,"CapPass",112.26,-115.57,,"Qualified",0.971,2584.86,2690.60,"43-3",14,"Alloy 617","Plate",314626
15,"CapPass",110.96,-123.22,,"Qualified",0.900,2793.75,2895.55,"43-3",15,"Alloy 617","Plate",314626
16,"CapPass",112.81,-118.31,,"Qualified",0.954,2988.57,3094.92,"43-3",16,"Alloy 617","Plate",314626
17,"CapPass",111.36,-118.12,,"Qualified",0.943,3183.83,3289.26,"43-3",17,"Alloy 617","Plate",314626
18,"CapPass",112.07,-116.41,,"Qualified",0.963,3372.59,3468.13,"43-3",18,"Alloy 617","Plate",314626
19,"CapPass",111.52,-116.68,,"Qualified",0.956,3596.27,3681.79,"43-3",19,"Alloy 617","Plate",314626
20,"CapPass",110.45,-115.90,,"Qualified",0.953,3770.67,3881.35,"43-3",20,"Alloy 617","Plate",314626
21,"CapPass",111.73,-118.53,,"Qualified",0.943,3975.22,4086.84,"43-3",21,"Alloy 617","Plate",314626
22,"CapPass",109.52,-117.25,,"Qualified",0.934,4155.75,4277.79,"43-3",22,"Alloy 617","Plate",314626
23,"CapPass",109.93,-123.13,,"Qualified",0.893,4388.26,4479.85,"43-3",23,"Alloy 617","Plate",314626
24,"CapPass",110.60,-118.28,,"Qualified",0.935,4559.02,4696.15,"43-3",24,"Alloy 617","Plate",314626
25,"CapPass",111.05,-119.98,,"Qualified",0.925,4772.72,4888.39,"43-3",25,"Alloy 617","Plate",314626
26,"CapPass",109.95,-121.04,,"Qualified",0.908,4990.82,5087.67,"43-3",26,"Alloy 617","Plate",314626
27,"CapPass",109.39,-117.67,,"Qualified",0.930,5179.27,5259.25,"43-3",27,"Alloy 617","Plate",314626
28,"CapPass",109.78,-116.11,,"Qualified",0.945,5324.32,5479.87,"43-3",28,"Alloy 617","Plate",314626
29,"CapPass",110.72,-116.65,,"Qualified",0.949,5573.52,5687.44,"43-3",29,"Alloy 617","Plate",314626
30,"CapPass",109.47,-114.55,,"Qualified",0.956,5767.90,5897.36,"43-3",30,"Alloy 617","Plate",314626
31,"CapPass",110.14,-117.54,,"Qualified",0.937,5997.03,6053.88,"43-3",31,"Alloy 617","Plate",314626
32,"CapPass",110.87,-113.47,,"Qualified",0.977,6166.53,6289.64,"43-3",32,"Alloy 617","Plate",314626
33,"CapPass",110.40,-118.24,,"Qualified",0.934,6388.39,6463.48,"43-3",33,"Alloy 617","Plate",314626
34,"CapPass",110.35,-118.32,,"Qualified",0.933,6595.48,6697.04,"43-3",34,"Alloy 617","Plate",314626
35,"CapPass",111.75,-118.29,,"Qualified",0.945,6748.69,6868.46,"43-3",35,"Alloy 617","Plate",314626
36,"CapPass",110.64,-116.82,,"Qualified",0.947,6984.05,7084.18,"43-3",36,"Alloy 617","Plate",314626
37,"CapPass",110.06,-118.47,,"Qualified",0.929,7180.75,7274.00,"43-3",37,"Alloy 617","Plate",314626
38,"CapPass",108.63,-114.21,,"Qualified",0.951,7372.22,7472.43,"43-3",38,"Alloy 617","Plate",314626
39,"CapPass",111.11,-119.44,,"Qualified",0.930,7593.01,7695.23,"43-3",39,"Alloy 617","Plate",314626
40,"CapPass",111.24,-122.39,,"Qualified",0.909,7797.29,7887.08,"43-3",40,"Alloy 617","Plate",314626
